SCHID,NAME,RC_CODE,School Name:,Organization Name:,Website:_1,Program Name:,Program Description:,Time,OST_CATEGORY,Grades Served:,PROG_PREK,PROG_ELEM,PROG_MIDDLE,SCHOOL_PREK,SCHOOL_ELEM,SCHOOL_MIDDLE,Program Areas:,Program Subareas:,Days of Operation:,Student Fees?,Explanation of Student Fees,Service Capacity
00350558,Ruth Batson Academy,101609,Ruth Batson Academy,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,"'11','12'",False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Tuesday',No,There are no student fees.,24.0
00350581,Community Academy of Science and Health,101656,Community Academy of Science and Health,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,"'11','12'",False,False,False,False,False,False,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Wednesday',No,There are no student fees.,12.0
00350074,Dearborn STEM Academy,101516,Dearborn STEM Academy,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,'11',False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Friday',No,There are no student fees.,24.0
,,,Kennedy Academy for Health Careers 9-12,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,'10',False,False,False,,,,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'","'Wednesday','Friday'",No,There are no student fees.,96.0
00350505,Brighton High School,101624,Brighton High School,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,'10',False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Wednesday',No,There are no student fees.,12.0
00350530,East Boston High School,101641,East Boston High School,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,"'11','12'",False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Thursday',No,There are no student fees.,24.0
,,,Kennedy Academy for Health Careers 9-12,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,'12',False,False,False,,,,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Tuesday',No,There are no student fees.,12.0
00350074,Dearborn STEM Academy,101516,Dearborn STEM Academy,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,"'11','12'",False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,There are no student fees.,12.0
00350530,East Boston High School,101641,East Boston High School,Harvard MEDscience,www.hmsmedscience.org,HMS MEDscience,"The semester long MEDscience curriculum provides: 

Each participating Boston Public School teacher:
  • Receives a semester HMS MEDscience Curriculum ""menu"" - with links to supplemental resources and asynchronous activities
  • Can reserve a class time once a week for  up to 12 virtual classes 

 • Is provided with continuous individual support throughout the semester. 
 
Each participating student: 
  • Experiences the  medical care environment in a telemedicine platform
  • Experiences the real-life excitement of delivering emergency room care as a trauma team member 
  • Receives asynchronous  training in medical skills, such as taking vital signs, suturing wounds, etc. depending upon access to materials.
  • Receives biology, anatomy and physiology instruction with the BPS standards aligned curriculum
  • Improves critical thinking and teamwork skills while solving realistic medical problems
  • Meets a variety of professionals/ role models and hears about  career pathways in a variety of medical fields
  • Receive a comprehensive career exploration pamphlet of opportunities in the area for volunteering and internships  
  • Receive a certification of completion of the course signed by the HMS Dean of  Diversity at HMS and the MEDscience Executive Director","Afterschool, School Day (Class Time)",CONFIRMED_OST,"'10','11','12'",False,False,False,False,False,True,"'Academic Support & Enrichment','Physical Health & Wellness'","'Career & Life Readiness','Career Advising','Job Shadowing','Primary Healthcare','Science','Work-based Learning','Workplace College'",'Thursday',No,There are no student fees.,24.0
00350690,Snowden International High School,101633,Snowden International School,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,'11',False,False,False,False,False,False,'Arts Programming',"'Arts Integration','Storytelling','Theatre'",'Tuesday',No,,26.0
00350363,Melvin H. King South End Academy,101079,Mel H King South End Academies,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,True,True,True,'Arts Programming',"'Arts Integration','Storytelling','Theatre'",'Thursday',No,,6.0
00350266,Henderson K-12 Inclusion School Lower,101373,Henderson Inclusion School 9-12,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,True,True,False,'Arts Programming',"'Arts Integration','Storytelling','Theatre'",'Monday',No,,33.0
00350558,Ruth Batson Academy,101609,Ruth Batson Academy,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,True,'Arts Programming',"'Arts Integration','Storytelling','Theatre'","'Monday','Wednesday'",No,,52.0
00350542,New Mission High School,101664,New Mission High School,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,True,'Arts Programming',"'Arts Integration','Storytelling','Theatre'","'Tuesday','Thursday'",No,,30.0
00350575,O'Bryant School of Math & Science,101618,O'Bryant School of Mathematics and Science,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,True,'Arts Programming',"'Arts Integration','Storytelling','Theatre'","'Monday','Tuesday','Wednesday','Thursday'",No,,80.0
,,,Kennedy Academy for Health Careers 9-12,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,'12',False,False,False,,,,'Arts Programming',"'Arts Integration','Storytelling','Theatre'",'Wednesday',No,,30.0
00350657,TechBoston Academy,101674,TechBoston Academy,Huntington Theatre Company,http://www.huntingtontheatre.org/education,Huntington Theatre Company,"School Residencies will return for the 25/26 school year. Schools will partner with Huntington Teaching Arists to teach students about the life, legacy, and canon of America's Great Playwright August Wilson.

Are your students required to complete an internship placement before graduation? We can help! Email us at education@huntingtontheatre.org for more information on student internship opportunities.

If you want to bring your students to a Huntington Student Matinee, please visit www.huntingtontheatre/smat for more information! 

Calling All Students! Register today for one of our amazing spoken word/performance competition opportunities! These programs are open to students in grades 9-12.

Next Narrative Monologue Competition: www.huntingtontheatre.org/nnmc

Poetry Out Loud Massachusetts: www.huntingtontheatre.org/pol

For questions or more information about any of our programming please email us at education@huntingtontheatre.org.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,True,'Arts Programming',"'Arts Integration','Storytelling','Theatre'","'Monday','Thursday'",No,,25.0
00350507,Boston International High School & Newcomers Academy,101649,Boston International Newcomers Academy,I Learn America,www.ilearnamerica.com,I Learn America -,"ILA offers a multifaceted, four-step, semester-to-year-long process for migrant youth-led story creation that includes: 1. Viewing the I Learn America Documentary; 2. Writing Personal Narratives; 3. Producing Stories; and 4. Activating Stories . Our intention is to build a long-term and sustainable relationship with young people, schools and community partners.  We build on our first round of cooperation and repeat the initiative on an annual basis by using the student produced work to engage the next round of incoming students.  Through poetry and performance, photo-making, video-making, audio-making, and graphic art; youth collaborate with ILA’s culturally responsive, artist-educators to imagine new ways to express their experiences with migration. These production workshops in-turn serve to incubate “home grown” youth-led events (poetry slams, speeches, pop-up street art, interactive photo exhibitions…) meant to deepen public explorations and understanding of who they/we are and challenge the very idea of what we think it means to be “American.”  Working in the public sphere, these cultural interventions interrupt, challenge and transform the narratives around immigration. ILA’s story making/sharing/activating process strengthens connections between the youth, their peers, families and communities, as they break through social/cultural barriers and defy assumptions within and outside of classrooms.",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,False,"'Arts Programming','Social, Emotional & Behavioral Health'","'Cultural Proficiency','Social Emotional Learning','Storytelling'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,
00350375,Edison Elementary School,101519,Edison K-8 School,Idori,https://idori.com/pages/afterschool-environmental-education-program-the-idori-project,Idori Afterschool Program,"The Idori Afterschool Program is a developmentally appropriate environmental education initiative designed for children in PreK through 2nd grade. The program uses original children’s books and eco-themed characters to introduce foundational environmental concepts such as forests, oceans, biodiversity, and resource conservation in ways that are engaging, hopeful, and emotionally resonant.

Each session centers around an interactive story featuring one of Idori’s nature-inspired characters. Through guided read-alouds, open discussion, movement, reflection, and creative activities, children explore environmental topics at a level they can understand. Rather than focusing on environmental fear or crisis, the program emphasizes connection, gratitude, and the idea that small daily actions matter.

Students participate in hands-on activities that translate learning into behavior, such as reducing waste, conserving water, caring for plants, and noticing nature in their surroundings. Take-home materials and reflection prompts help extend learning into the home, encouraging families to reinforce sustainable habits together.

The program is designed to integrate seamlessly into afterschool settings, libraries, and community programs. It requires minimal classroom resources and provides educators with structured, easy-to-implement content. By combining storytelling, emotional engagement, and actionable habits, the Idori Afterschool Program plants the seeds for lifelong environment",,NaN_UNVERIFIED,'2',False,True,False,True,True,True,,,'Monday',No,,20.0
00350326,Gardner Pilot Academy,101279,Gardner Pilot Academy,Idori,https://idori.com/pages/afterschool-environmental-education-program-the-idori-project,Idori Afterschool Program,"The Idori Afterschool Program is a developmentally appropriate environmental education initiative designed for children in PreK through 2nd grade. The program uses original children’s books and eco-themed characters to introduce foundational environmental concepts such as forests, oceans, biodiversity, and resource conservation in ways that are engaging, hopeful, and emotionally resonant.

Each session centers around an interactive story featuring one of Idori’s nature-inspired characters. Through guided read-alouds, open discussion, movement, reflection, and creative activities, children explore environmental topics at a level they can understand. Rather than focusing on environmental fear or crisis, the program emphasizes connection, gratitude, and the idea that small daily actions matter.

Students participate in hands-on activities that translate learning into behavior, such as reducing waste, conserving water, caring for plants, and noticing nature in their surroundings. Take-home materials and reflection prompts help extend learning into the home, encouraging families to reinforce sustainable habits together.

The program is designed to integrate seamlessly into afterschool settings, libraries, and community programs. It requires minimal classroom resources and provides educators with structured, easy-to-implement content. By combining storytelling, emotional engagement, and actionable habits, the Idori Afterschool Program plants the seeds for lifelong environment",,NaN_UNVERIFIED,'2',False,True,False,True,True,True,,,'Friday',No,,20.0
00350257,Orchard Gardens K-8 School,101377,Orchard Gardens K-8 School,Imagine Learning LLC,www.imaginelearning.com,Literacy Tutoring,"We partner with you to:
 -Identify and group students with a shared learning need
 -Develop high-quality, standards-aligned instruction from Imagine Learning’s core content
 -Deliver targeted interventions using research-based best practices
 -Use formal and formative assessments to measure growth and inform instruction
 -Support multilingual learners with ESOL-endorsed instructors
 -Provide comprehensive and ongoing reporting
 -Meet students where they are to drive growth

Instruction delivered within a 12-week cycle; each group will meet for three (3) 30-minute sessions per week. Please note: the number of weeks, sessions per week, and length of sessions is flexible.

Choose from a variety of instructional models — each led by a certified teacher:

INTERVENTION WITHIN THE SCHOOL DAY - Certified teachers seamlessly deliver push-in or pull-out online sessions during intervention time to students who need support to work up to grade level.

IN-CLASS STATION ROTATION - Support your educators by providing additional staff to deliver station-based, small-group support in the classroom.

COMPUTER LAB ROTATION - Make the most of your computer lab time by providing students with live, high-quality instruction.

BEFORE- OR AFTER-SCHOOL SUPPORT - Support students with extra practice before or after school with high-dosage tutoring.

SUMMER SCHOOL -Take a proactive approach to help students reach grade-level success by providing small-group support over the summer.",,NaN_UNVERIFIED,"'6','7','8'",False,False,True,True,True,True,,,"'Monday','Wednesday','Friday'",No,,50.0
00350390,Blackstone Elementary School,101223,Blackstone Elementary School,Inner Explorer,https://innerexplorer.org/,Inner Explorer Mindfulness Program,"Mindfulness is a proven intervention that reduces stress and anxiety, which are at the root of most mental health disorders. The audio-guided series of 5-10-min/day practices are based on the world-renowned Mindfulness Based Stress Reduction (MBSR) protocol. The program requires no teacher training and is easy to fit into PK-12 curriculums. Teachers’ login and press play and practice with their classes so they too, realize the benefits of these breathing and relaxation exercises. This is a Tier 1 mental health intervention being used in 7000 schools and available to all kids, teachers, and their families. Studies show daily mindfulness practices reduces stress by 43%, decreases behavioral events by 60% and increases grades by 9-15%. Inner Explorer is approved by CASEL and recommended by Brain Futures and the USDOE. Inner Explorer qualifies for ESSER funding under numerous categories. The Shah Family Foundation is currently funding an Inner Explorer pilot in 10 schools.",,NaN_UNVERIFIED,,False,False,False,True,True,True,"'Academic Support & Enrichment','Social, Emotional & Behavioral Health'",'Social Emotional Learning',,No,,
00350014,Shaw Elementary School,101422,Shaw-Taylor Elementary School (2-6),Inner Explorer,https://innerexplorer.org/,Inner Explorer Mindfulness Program,"Mindfulness is a proven intervention that reduces stress and anxiety, which are at the root of most mental health disorders. The audio-guided series of 5-10-min/day practices are based on the world-renowned Mindfulness Based Stress Reduction (MBSR) protocol. The program requires no teacher training and is easy to fit into PK-12 curriculums. Teachers’ login and press play and practice with their classes so they too, realize the benefits of these breathing and relaxation exercises. This is a Tier 1 mental health intervention being used in 7000 schools and available to all kids, teachers, and their families. Studies show daily mindfulness practices reduces stress by 43%, decreases behavioral events by 60% and increases grades by 9-15%. Inner Explorer is approved by CASEL and recommended by Brain Futures and the USDOE. Inner Explorer qualifies for ESSER funding under numerous categories. The Shah Family Foundation is currently funding an Inner Explorer pilot in 10 schools.",,NaN_UNVERIFIED,,False,False,False,True,True,True,"'Academic Support & Enrichment','Social, Emotional & Behavioral Health'",'Social Emotional Learning',,No,,
00350008,Ellison-Parks Early Education School,101209,Ellison-Parks Early Education School,Italian Home for Children,http://www.italianhome.org/,Italian Home for Children- School Based Clinical Services,"Currently IHC provides individual, group therapy, and case management services to children in one BPS elementary school. We also provide Community Health Worker services for adolescents in three BPS high schools. ","School Day, Afterschool, Summer",CONFIRMED_OST,"'K1','K2','1','2','3','4','5'",True,True,False,True,True,False,"'Social, Emotional & Behavioral Health'",'Mental and Behavioral Health',"'Tuesday','Wednesday'",No,"All children receiving in-school counseling services through IHC need to have health insurance: MBHP, BMC, NHP, Network Health, Aetna, BCBS, Harvard Pilgrim, or Tufts. Some children may have co-pays that are due monthly, and need to be paid directly to IHC.",15.0
00350542,New Mission High School,101664,New Mission High School,Italian Home for Children,http://www.italianhome.org/,Italian Home for Children- School Based Clinical Services,"Currently IHC provides individual, group therapy, and case management services to children in one BPS elementary school. We also provide Community Health Worker services for adolescents in three BPS high schools. ","School Day, Afterschool, Summer",CONFIRMED_OST,"'9','10','11','12'",False,False,False,False,False,True,"'Social, Emotional & Behavioral Health'",'Mental and Behavioral Health',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,"All children receiving in-school counseling services through IHC need to have health insurance: MBHP, BMC, NHP, Network Health, Aetna, BCBS, Harvard Pilgrim, or Tufts. Some children may have co-pays that are due monthly, and need to be paid directly to IHC.",100.0
00350535,English High School,101644,English High School,Italian Home for Children,http://www.italianhome.org/,Italian Home for Children- School Based Clinical Services,"Currently IHC provides individual, group therapy, and case management services to children in one BPS elementary school. We also provide Community Health Worker services for adolescents in three BPS high schools. ","School Day, Afterschool, Summer",CONFIRMED_OST,"'9','10','11','12'",False,False,False,False,False,True,"'Social, Emotional & Behavioral Health'",'Mental and Behavioral Health',"'Monday','Friday'",No,"All children receiving in-school counseling services through IHC need to have health insurance: MBHP, BMC, NHP, Network Health, Aetna, BCBS, Harvard Pilgrim, or Tufts. Some children may have co-pays that are due monthly, and need to be paid directly to IHC.",50.0
